Company,Industry,Company Type,Sector,Contact,Pincode,Address,Website
Argus Cosmetics Ltd,Retail,Industry Top,Private Sector,24997181,600018,"LVR Centre, No. 7 Seshadri Road, Alwarpet, Chennai Tamil Nadu , 600018",www.argus.in
Arignar Anna Institute of Science & Technology,"Institutes - Educational , Training, Information Technology (IT)",Industry Top,Private Sector,27176400,600087,"No:5,Chellammal Complex Janaki Nagar, Arcot Road ,Valasaravakkam, Chennai Tamil Nadu , 600087",www.arignaranna.org
Arihant Foundations & Housing Ltd,"Construction, Infrastructure",Industry Top,Private Sector,"42244444, 28241407",600018,"Old No. 25, New No. 3, Ganapathy Colony, 3rd Lane, Off Cenotaph Road, Teynampet, Chennai Tamil Nadu , 600018",www.arihantfoundations.com
Arihant Retail Pvt Ltd,Retail,Industry Top,Private Sector,25968811,600021,"92, 93 & 73, G.A.Road, Wannarpet,, Chennai Tamil Nadu , 600021",www.arihantretail.in
Arjun Chemicals Pvt Ltd,Chemical,Industry Top,Private Sector,30453045,600100,"Robert V Chandran Towers, IInd Floor 149 Velacheri, Tambaram High Road, Chennai Tamil Nadu , 600100",www.arjunchemicals.com
Arjun Technologies India Ltd,"Paper , Publishing , Printing",Industry Top,Private Sector,"30453045, 37171100",600100,"Robert V Chandran Tower, II Floor No.149, Velachery Tambaram High Road, Pallikaranai, Chennai Tamil Nadu , 600100",www.arjuntech.com
Arkay Leathers Pvt Ltd,"Leather , Accessories",Industry Top,Private Sector,49006800,600044,"71 Anna Salai Nagelkeni Chromepet, Chennai Tamil Nadu , 600044",www.arkayonline.com
ARS Energy Pvt Ltd,"Mineral , Metal , Mining, Power , Energy",Industry Top,Private Sector,45606700,600102,"D-109 2nd & 4th Floor LBR Complex Anna Nagar East, Chennai Tamil Nadu , 600102",www.arsgroup.in
Artura Pharmaceuticals Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,"26512181, 65472223",600076,"Plot No.14, Santhosh Nagar, Korattur North, Chennai Tamil Nadu , 600076",www.arturapharma.com
Arudra Engineers Pvt Ltd,Engineering,Industry Top,Private Sector,"24430697, 24901623",600041,"79, Valmiki Street, Thiruvanmiyur, Chennai Tamil Nadu , 600041",www.arudra.co.in
Arun Excello Group of Companies,"Construction, Infrastructure",Industry Top,Private Sector,"28411222, 28412841",600014,"Bhattad Towers, 18 West Cott Road Royapettah, Chennai Tamil Nadu , 600014",www.arunexcello.com
Arun Fabricators,"Garment , Textile",Industry Top,Private Sector,,600014,"Bhattad Towers, 18, Westcott Rd, Indira Garden Royapettah, Chennai Tamil Nadu , 600014",
Arun Plasto Moulders India Pvt Ltd,Chemical,Industry Top,Private Sector,42038698,600032,"3C, Phase III, TVK Industrial Estate Ekkatuthangal, Chennai Tamil Nadu , 600032",www.arunpla.com
Arun Steel Agencies,Iron & Steel,Industry Top,Private Sector,,600001,"#136 New Street Mannady, Chennai Tamil Nadu , 600001",
Arun Vyapar Udyog Pvt. Ltd.,"Construction, Infrastructure",Industry Top,Private Sector,28220681,600008,"C Block, No. 804, Shivalaya Building Ethiraj Salai Egmore,, Chennai Tamil Nadu , 600008",www.arunplustmt.com
AS Shipping Agencies Pvt Ltd,"Shipping , Marine",Industry Top,Private Sector,25342261,600001,"New 113. Armenian Street, Chennai Tamil Nadu , 600001",www.greenwaysgroup.com
AS Transport Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,"42936300, 42936333",600029,"Old No. 79 New No. 13 AA Block, 1st Street 1st Floor, 3rd Main Road, Annanagar,, Chennai Tamil Nadu , 600029",www.astransport.in
Asan Memorial Association,"Institutes - Educational , Training",Industry Top,Private Sector,"43084848, 28214256",600006,"1 Anderson Road, Cochin House,, Chennai Tamil Nadu , 600006",asaneducation.com
Asan Memorial Educational Institutions,"Institutes - Educational , Training",Industry Top,Private Sector,"43084848, 28214256",600006,"Cochin House #1, Anderson Road,, Chennai Tamil Nadu , 600006",www.asaneducation.com
Ascent E-digit Solutions Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,42348081,600026,"15, Masthan Ali Garden Rd, Sector 15, Vadapalani, Chennai Tamil Nadu , 600026",www.aedindia.com
ASCO Numatics India Pvt Ltd,"Petroleum , Oil , Gas , Refineries",Industry Top,Private Sector,66337300,600116,"No.57, Kundrathur Main Road,, Moorthy Nagar Gurukkambakkam, Chennai Tamil Nadu , 600116",www.asco.com
Ashlok Safe Earthing Electrode Ltd,"Electrical , Electronics",Industry Top,Private Sector,26254757,600098,"No. 58, SIDCO Industrial Estate, North Phase, Ambattur,, Chennai Tamil Nadu , 600098",www.ashlok.com
Ashva Technologies Pvt Ltd,"Hospitals , Healthcare",Industry Top,Private Sector,42088897,600004,"61, Luz Avenue, Mylapore, Chennai Tamil Nadu , 600004",www.ashvatech.com
Asirvad Microfinance Ltd (Manappurram),BFSI,Industry Top,Private Sector,42124493,600017,"1st Floor 2/11 Habbibullah Road T.Nagar, Chennai Tamil Nadu , 600017",www.asirvadmicrofinance.co.in
Aspire Systems India Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,67404000,603103,"1/D1, SIPCOT IT PARK Siruseri , Chennai 603103",
Astrotech Steels Pvt Ltd,Iron & Steel,Industry Top,Private Sector,43009061,600034,"Ghatala Towers, 2nd Floor, 19 Avenue Road, Nungambakkam,, Chennai Tamil Nadu , 600034",astrotechsteels.com
ASV Constructions Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,24355560,600028,"ASV Chamiers Square New No. 87/48, 4th Floor Chamiers Road, Chennai Tamil Nadu , 600028",www.asvconstructions.com
Asvini Fisheries Pvt Ltd,"Export , Import Houses",Industry Top,Private Sector,,600020,"No. 3, Second Canal Cross Road, Gandhi Road, Adyar, Chennai Tamil Nadu , 600020",
Audi Chennai,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,45600456,600035,"No.535, Anna Salai Nandanam, Chennai Tamil Nadu , 600035",www.audi-chennai.com
Australian Foods India Pvt. Ltd(Cookie Man),Retail,Industry Top,Private Sector,42083939,600058,"Plot No.22 & 23, Ambattur Industrial Estate, Chennai Tamil Nadu , 600058",www.cookiemanindia.com
Autotech Industries India Pvt Ltd,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,26880151,600058,"Plant I SP-114 Ambattur Industrial Estate, Chennai Tamil Nadu , 600058",www.autotechindustries.com
AV Thomas International Ltd,"Export , Import Houses",Industry Top,Private Sector,28553249,600008,"No.60, Rukmani Lakshmipathy Salai (Marshalls Road Egmore, Chennai Tamil Nadu , 600008",www.avthomasinternational.com
AV Thomas Leather & Allied Products Pvt Ltd,"Leather , Accessories",Industry Top,Private Sector,,600032,"12A, Race Course Road, Maduvin Karai,Guindy, Chennai Tamil Nadu , 600032",www.avtleather.com
Avant-Garde Engineers And Consultants Pvt Ltd,Consulting,Industry Top,Private Sector,45981200,600116,"New No: 79, Old No: 68A, Porur Kundrathur High Road, Porur, Chennai Tamil Nadu , 600116",www.avantgarde-india.com
Avigna Properties Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,,600040,"1822, I Block, 13th Main Road, Anna Nagar,, Chennai Tamil Nadu , 600040",www.avigna.in
AVM Productions,"Advertising , Media",Industry Top,Private Sector,,600026,"No.38 Arcot road, Vadapalani, Chennai Tamil Nadu , 600026",
Avon Solutions & Logistics Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport, Security , Safety , Facility Management",Industry Top,Private Sector,24315611,600035,"No-1 Play Ground View Street Nandanam Extension, Chennai Tamil Nadu , 600035",avonsolutionsindia.com
Axles India Ltd (TVS),"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,,600002,"21, Patullos Road, Chennai Tamil Nadu , 600002",www.axlesindia.com
Axon Drugs Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,"26512181, 65472223",600076,"Plot No.14, Santhosh Nagar, Korattur,, Chennai Tamil Nadu , 600076",www.axondrugs.com
B & M Hot Breads Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,43560100,600020,"New No. 25, Old No. 12 Second Main Road Gandhi Nagar Adyar, Chennai Tamil Nadu , 600020",
B R S Hospital,"Hospitals , Healthcare",Industry Top,Private Sector,61434200,600034,"28, Cathedral Gardens Road Nungambakkam, Chennai Tamil Nadu , 600034",www.brshospital.com
Bafna Pharmaceuticals Ltd (Bafna),"Pharmaceuticals , Labs",Industry Top,Private Sector,"42677555, 25267517",600001,"BAFNA TOWERS,299, Thambu Chetty Street, Chennai Tamil Nadu , 600001",www.bafnapharma.com
Bala Vidya Mandir Senior Secondary School,"Institutes - Educational , Training",Industry Top,Private Sector,"24424445, 24424446",600020,"No.58, B.Ramachandra Adithanar Road, Gandhi Nagar, Chennai Tamil Nadu , 600020",www.balavidyamandir.org
Balaji Trading Enterprises Ltd(Bliss Group) (Bliss),"Paper , Publishing , Printing",Industry Top,Private Sector,"26452325, 26451722",600031,"SK Enclave New No.4 Nowroji Road Chetpet, Chennai Tamil Nadu , 600031",www.blissgroup.com
Baliga Lighting Equipments Pvt Ltd,Engineering,Industry Top,Private Sector,"22680990, 24995505",600018,"63A, C P Ramaswamy Road Alwarpet, Chennai Tamil Nadu , 600018",www.baliga.com
Bay of Bengal Programme Inter-Governmental Organisation,"Ministeries , Govt Bodies , Associations",Industry Top,Govt Sector,"24936188, 24936294",600018,"Post Box No 1054, 91, Saint Mary's Road, Abhiramapuram, Chennai Tamil Nadu , 600018",www.bobpigo.org
Bay Talkitec Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,"22330101, 22330103",600016,"1/40 North Parade Road, PCM Colony, St. Thomas Mount, Chennai Tamil Nadu , 600016",www.baytalkitec.com
BB Asia Impex Pvt Ltd,Chemical,Industry Top,Private Sector,,600102,"A-68, 11th Street, Anna Nagar East,, Chennai Tamil Nadu , 600102",
Beach Minerals Company India Ltd,"Mineral , Metal , Mining",Industry Top,Private Sector,,600008,"BMC House, 32-2 Halls Road, Egmore, Chennai Tamil Nadu , 600008",www.bmcindia.net
Beardsell Ltd,Engineering,Industry Top,Private Sector,"28293296, 28295995",600006,"47 Greams Road, Chennai Tamil Nadu , 600006",www.beardsell.co.in
Belstar Investment and Finance Pvt Ltd,BFSI,Industry Top,Private Sector,43414567,600083,"New No.33, Old No.14, 48th Street, 9th Avenue, Ashok Nagar,, Chennai Tamil Nadu , 600083",www.belstar.in
Benzz Park,Hotels & Restaurants,Industry Top,Private Sector,"42189999, 28159999",600020,"62, Thirumalai Pillai Road, T Nagar, Chennai Tamil Nadu , 600020",www.benzzpark.com
Besmak Components Pvt Ltd,"Chemical, Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,67123333,600106,"Plot No.A-45, Sipcot industrial Growth Centre Oragadam, Sriperambadur Taluk, Kancheepuram district, Chennai Tamil Nadu , 600106",www.besmakindia.com
Best Cast IT Ltd,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,,600058,"Plot No-58 3rd Corss Road Ambattur Industrail Estate, Chennai Tamil Nadu , 600058",bcil.net
Best Dhall Mill,"Food , FMCG , Agriculture",Industry Top,Private Sector,25913918,600081,"No 782/2, T H Road, Tondiarpet, Chennai Tamil Nadu , 600081",
BGR Turbines Company Pvt Ltd (BGR),"Capital Goods , Machines",Industry Top,Private Sector,24301000,600018,"443, Anna Salai, Teynampet,, Chennai Tamil Nadu , 600018",www.bgrcorp.com
Bhagwan Mahaveer Foundation (SND Group),"NGOs , Trust , Charitable Institutions",Industry Top,Private Sector,"42933333, 42933300",600084,"Siyat House 961, Poonamallee High Road, Chennai Tamil Nadu , 600084",www.bmfawards.org
Bhaktavatsalam Memorial Trust,"Institutes - Educational , Training",Industry Top,Private Sector,26872891,600050,"No 14, 31st Street, Korattur,, Chennai Tamil Nadu , 600050",bmc.ac.in
Bhandari Foils & Tubes Ltd,Iron & Steel,Industry Top,Private Sector,"25224504, 25227568",600001,"27 B Mooker Nallamuthu Street, Chennai Tamil Nadu , 600001",www.bhandarigroup.in
Bharat Engineering Construction Company Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,"42144210, 28273317",600034,"#1A, Jhaver Plaza 6th Floor, Nungambakkam High, Chennai Tamil Nadu , 600034",www.becc.in
Bharat Logistic Solutions Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,42901901,600016,"Plot No 20, VGP Murphy Square I Street, St Thomas Mount, Chennai Tamil Nadu , 600016",www.bharatlogistics.com
Bharat Scans Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,45555555,600014,"197, Peters Road, Royapettah, Chennai Tamil Nadu , 600014",www.bharatscans.com
Bharath Institute of Higher Education and Research (Accord),"Institutes - Educational , Training",Industry Top,Private Sector,22290742,600073,"173 Agharam Road Selaiyur,, Chennai Tamil Nadu , 600073",www.bharathuniv.ac.in
Bharath Swift Logistics Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,"23635517, 23635525",600029,"New no: 96/Old no: 55 Govindan Street Collectorate Colony Aminjikarai, Chennai Tamil Nadu , 600029",www.bsl.net.in
Bharath University (Accord),"Institutes - Educational , Training",Industry Top,Private Sector,22290247,600073,"173 Agharam Road, Selaiyur, Chennai Tamil Nadu , 600073",www.bharathuniv.ac.in
Bhawar Sales Corporation,"Export , Import Houses",Industry Top,Private Sector,,600030,"No 18/8 A, Subarayan Street, Shenoy Nagar, Chennai Tamil Nadu , 600030",
Billroth Hospitals,"Hospitals , Healthcare",Industry Top,Private Sector,26641777,600030,"43,Lakshmi Talkies RoadShenoy Nagar,,, Chennai Tamil Nadu , 600030",www.billrothhospitals.com
Bishweshwar Lal Steels,Iron & Steel,Industry Top,Private Sector,42163200,600001,"No 67, Sembudoss Street, Parrys,, Chennai Tamil Nadu , 600001",www.blsteels.com
BlazeDream Technologies Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,42047468,600006,"No 6,Pycrofts Garden Road, 2nd Floor, Wellington Crescent,Nungambakkam, Chennai Tamil Nadu , 600006",www.blazedream.com
Blow Packaging India Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,"42077562, 26242497",600098,"No.271,SIDCO Industrial Estate, Ambattur, Chennai Tamil Nadu , 600098",www.blowpack.in
Blue Dart Aviation Ltd,"Airlines , Aviation , Defence",Industry Top,Private Sector,22568200,600027,"88-89, Old International Terminal Building,Chennai Airport,, Chennai Tamil Nadu , 600027",bluedartaviation.com
Blue Diamond Leaders,"Leather , Accessories",Industry Top,Private Sector,26472077,600010,"No 25/11 Sindhi Modal School Venkatapathy Street Kellys, Chennai Tamil Nadu , 600010",bluediamondleders.com
BMR Exports,"Export , Import Houses",Industry Top,Private Sector,"24661082, 24670733",600004,"S-10, C Block, Second Floor, TNHB Complex 4/180, Luz Church Road, Mylapore, Chennai Tamil Nadu , 600004",bmrgroups.com
BMR Groups,"Export , Import Houses, Food , FMCG , Agriculture",Industry Top,Private Sector,"24510733, 24661082",600004,"S-10, C Block, Second Floor, TNHB Complex, 4/180, Luz Church Road, Mylapore,, Chennai Tamil Nadu , 600004",bmrgroups.com
Botree Software International Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,28551591,600002,"WSS Towers, No.107 & 108 Harris Road , Chennai 600002",www.botreesoftware.com
Brahmayya & Co,Consulting,Industry Top,Private Sector,28131128,600014,"48, Masilamani Road, Balaji Nagar, Royapettah,, Chennai Tamil Nadu , 600014",www.brahmayya.com
Britto Sea Foods Exports Pvt Ltd,"Export , Import Houses, Food , FMCG , Agriculture",Industry Top,Private Sector,"25911997, 25911854",600081,"No:4/1, Balakrishnan Street, Tondiarpet,, Chennai Tamil Nadu , 600081",www.brittoseafoodexports.com
Brothers Engineering & Erectors Ltd,Engineering,Industry Top,Private Sector,"24359390, 24358882",600035,"No 17/6,6th Street Nandanam Extn, Chennai Tamil Nadu , 600035",www.beel.in
BS&B Safety Systems India Ltd (Sanmar),Engineering,Industry Top,Private Sector,24504000,600096,"147 Karapakkam Village, Chennai Tamil Nadu , 600096",www.sanmargroup.com
Buhari Holdings Pvt Ltd (Buhari Group) (Buhari),"Construction, Infrastructure, Institutes - Educational , Training, Power , Energy, Engineering, Shipping , Marine",Industry Top,Private Sector,42261100,600006,"Third Floor, Buhari Buildings, 4 Moores Road,, Chennai Tamil Nadu , 600006",buhariholding.com
Buzzworks Business Services Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,49781837,600002,"730/212, 3rd Floor, PLA, Rathna Towers, Anna Salai, Mount Road, Chennai Tamil Nadu , 600002",www.buzzworks.com
C P Aquaculture India Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,"46049999, 26419467",600085,"104 G.N.T Road, Nallur & Vijaya Nallur Village,Solavaram Post, Red Hills, Chennai Tamil Nadu , 600085",cp-india.com
Cabot Sanmar Ltd (Sanmar),Chemical,Industry Top,Private Sector,28128500,600086,"9, Cathedral Road, Chennai Tamil Nadu , 600086",www.sanmargroup.com
Cadd Centre India Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,45966100,600004,"No.91, Dr. Radhakrishnan Salai, 8th Floor, GEE GEE Crystal, office No.8C & 8D, Mylapore,, Chennai Tamil Nadu , 600004",www.caddcentre.com
Cameo Corporate Services Ltd,"ITES - BPO , KPO , LPO , MT",Industry Top,Private Sector,28460390,600002,"Subramanian Building, # 1, Club House Road, Chennai Tamil Nadu , 600002",www.cameoindia.com
Caplin Point Laboratories Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,"24968000, 28156905",600096,"Ashvich Tower, No. 3, Developed Plots Industrial Estate, Perungudi,, Chennai Tamil Nadu , 600096",www.caplinpoint.net
Capricorn Food Products India Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,42281020,600040,"AH-216, IInd Street, 8th Main Road Shanti Colony, Annanagar, Chennai Tamil Nadu , 600040",www.capricorngroup.com
Caratlane Trading Pvt Ltd,"Gems , Jewellery , Watches, Retail, E -Commerce",Industry Top,Private Sector,"42937932, 42937928",600006,"No:32 Rutland Gate 2nd Street, Khader Nawaz Khan Road Nungambakkam, Chennai Tamil Nadu , 600006",www.caratlane.com
Caravel Logistics Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,42006800,600008,"Pantheon Plaza 484, Pentheon Road, Egmore, Chennai Tamil Nadu , 600008",www.caravel.in
Cargo Care Shipping & Forwarding India Pvt Ltd,"Courier , Logistics , Supply Chain ,Packaging , Transport",Industry Top,Private Sector,"48679439, 48679435",600010,"No.88, 1St Floor, Canal Road, Kilpauk Garden Colony, Kilpauk, Chennai Tamil Nadu , 600010",www.cargocareindia.in
Cars India Pvt Ltd,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,"24338412, 24338414",600018,"No 9, Near G K Moopanar Bridge Cenatoph Road Teynampet, Chennai Tamil Nadu , 600018",www.carsindia.in
